  -0.00000,   0.00000
   0.00230,   0.00984
  -0.00582,   0.01934
   0.00404,   0.03003
   0.01140,   0.03876
   0.00935,   0.04963
   0.00074,   0.06060
  -0.00025,   0.07071
   0.05397,   0.06014
   0.06358,   0.06498
   0.08585,  -0.05323
  -0.01179,   0.11048
   0.11572,   0.03609
   0.13097,   0.00950
   0.12250,  -0.07065
   0.14864,  -0.02940
   0.15028,   0.05946
   0.16988,  -0.02505
   0.15792,  -0.09011
   0.18841,  -0.03655
   0.13560,  -0.14974
   0.19670,   0.07939
   0.01194,  -0.22190
   0.01961,  -0.23149
   0.18764,  -0.15349
   0.07720,  -0.24044
   0.12391,  -0.23156
   0.20105,  -0.18428
   0.07529,  -0.27262
  -0.08317,  -0.28087
   0.09008,  -0.28933
   0.06163,  -0.30701
  -0.01728,  -0.32277
  -0.13241,  -0.30591
  -0.27570,  -0.20478
  -0.02699,  -0.35250
  -0.24759,  -0.26632
  -0.24186,  -0.28492
   0.08845,  -0.37351
  -0.21856,  -0.32775
  -0.29887,  -0.27189
  -0.34395,  -0.23067
  -0.40441,  -0.12819
  -0.07848,  -0.42719
  -0.43119,  -0.10772
  -0.39764,  -0.22022
  -0.32847,  -0.32864
  -0.45393,   0.13904
  -0.42462,   0.23404
  -0.49297,  -0.04425
  -0.36631,   0.34770
  -0.49934,   0.12664
  -0.44125,   0.28494
  -0.53310,   0.04906
  -0.01985,   0.54509
  -0.49108,  -0.25977
  -0.35230,   0.44255
  -0.10197,   0.56666
  -0.58096,   0.07564
  -0.24210,   0.54457
  -0.15650,   0.58551
   0.17665,   0.59030
   0.35545,   0.51562
  -0.07712,   0.63167
  -0.31604,   0.56395
   0.54014,   0.37327
   0.55824,   0.36444
   0.16972,   0.65514
   0.47367,   0.49742
   0.53605,   0.44545
   0.62047,   0.33907
   0.59982,   0.39312
   0.72186,  -0.08858
   0.16205,   0.71935
   0.74004,  -0.10518
   0.75465,   0.06657
   0.73654,   0.21641
   0.67859,  -0.38007
   0.32400,   0.71818
   0.60693,  -0.51808
   0.73789,  -0.32940
   0.79498,   0.19347
   0.66168,  -0.49822
   0.77926,  -0.30927
  -0.29311,  -0.79625
  -0.06754,  -0.85593
   0.42980,  -0.75491
   0.73782,  -0.47738
   0.65450,  -0.60146
   0.50568,  -0.74328
   0.52375,  -0.74305
   0.58082,  -0.71243
   0.38514,  -0.84572
   0.15794,  -0.92602
   0.17771,  -0.93272
   0.17001,  -0.94441
   0.18528,  -0.95183
  -0.97685,   0.07598
   0.25675,  -0.95602
  -0.06447,  -0.99792
  -0.00000,  -0.00000
  -0.00497,  -0.00879
  -0.01688,  -0.01110
  -0.02901,  -0.00875
  -0.04037,   0.00161
  -0.05017,  -0.00577
  -0.03832,  -0.04696
  -0.06822,   0.01859
  -0.03880,  -0.07088
  -0.08997,  -0.01302
  -0.09824,  -0.02348
  -0.10169,  -0.04478
  -0.10565,   0.05942
  -0.12798,   0.02942
  -0.08471,   0.11323
  -0.14781,  -0.03331
  -0.08129,   0.13968
  -0.09699,   0.14170
  -0.11502,   0.14081
  -0.18753,   0.04080
  -0.12578,   0.15809
  -0.19909,   0.07319
  -0.21842,   0.04095
   0.22881,   0.04023
   0.08160,   0.22828
   0.19058,   0.16568
  -0.04044,   0.25949
   0.13290,   0.23815
   0.16217,   0.23172
   0.18045,   0.23075
   0.13609,   0.27075
   0.13643,   0.28185
  -0.11654,   0.30149
   0.29273,   0.15945
   0.30285,   0.16195
   0.35321,   0.01515
   0.29212,   0.21656
   0.33302,  -0.16963
   0.33262,   0.19156
   0.26717,   0.28950
   0.37636,  -0.14698
   0.40324,   0.09439
   0.36772,   0.21157
   0.41876,  -0.11530
   0.34404,  -0.28137
   0.39241,  -0.22940
   0.33743,  -0.31943
  -0.42177,  -0.21794
   0.21042,  -0.43681
  -0.00367,  -0.49494
   0.50345,   0.04015
   0.18817,  -0.47956
   0.03590,  -0.52402
   0.27371,  -0.46009
   0.34779,  -0.42019
  -0.02546,  -0.55497
   0.11720,  -0.55338
   0.14092,  -0.55825
  -0.38867,  -0.43837
  -0.47394,  -0.36132
  -0.29266,  -0.53071
  -0.13839,  -0.60042
  -0.45439,  -0.43097
  -0.55834,  -0.30531
  -0.56770,  -0.30925
  -0.08577,  -0.65094
  -0.47343,  -0.46937
  -0.63992,  -0.22027
  -0.68351,  -0.06786
  -0.68677,   0.11883
  -0.69674,   0.12041
  -0.56026,  -0.44771
  -0.68072,  -0.25602
  -0.64146,  -0.36365
  -0.34023,   0.66555
  -0.70149,   0.28606
  -0.59953,   0.47947
  -0.41002,   0.66093
  -0.71433,   0.33240
  -0.79170,   0.09991
  -0.67201,   0.44877
  -0.55278,   0.60320
   0.15154,   0.81430
  -0.02592,   0.83798
  -0.66897,   0.52192
   0.05869,   0.85658
   0.17663,   0.85054
  -0.49065,   0.72906
  -0.01327,   0.88879
  -0.63534,   0.63602
   0.35953,   0.83497
   0.16865,   0.90359
  -0.21333,   0.90448
   0.18230,   0.92154
   0.65781,   0.68471
   0.43453,   0.85558
   0.81449,   0.52623
   0.92172,   0.33232
   0.58256,   0.80032
   0.83838,   0.54508
   0.00000,  -0.00000
   0.00976,   0.00258
   0.01618,   0.01209
   0.03019,   0.00264
   0.03127,   0.02558
   0.04017,  -0.03061
   0.05649,  -0.02196
   0.04774,  -0.05216
   0.05401,  -0.06011
   0.07047,  -0.05744
   0.04783,  -0.08897
   0.07848,  -0.07866
   0.10858,  -0.05388
   0.12190,  -0.04883
   0.10155,  -0.09841
   0.14963,   0.02383
  -0.08282,  -0.13878
   0.15538,  -0.07311
   0.03813,  -0.17777
   0.12809,  -0.14292
   0.16820,  -0.11190
  -0.01884,  -0.21128
  -0.01748,  -0.22153
  -0.05798,  -0.22497
  -0.15757,  -0.18423
  -0.05632,  -0.24616
  -0.19282,  -0.17830
  -0.22842,  -0.14902
  -0.17557,  -0.22174
  -0.20940,  -0.20484
  -0.29266,  -0.07861
  -0.28817,  -0.12252
  -0.31318,  -0.07999
  -0.05145,  -0.32934
  -0.34177,  -0.03372
  -0.34892,   0.05691
  -0.36363,   0.00243
  -0.35192,   0.12583
  -0.12879,   0.36159
  -0.35968,   0.16068
  -0.27826,   0.29295
  -0.40921,   0.06372
  -0.41060,   0.10673
  -0.37221,   0.22387
  -0.41394,   0.16183
  -0.25330,   0.37743
  -0.37881,   0.26907
  -0.21618,   0.42267
  -0.40873,   0.26081
  -0.41897,   0.26352
  -0.20597,   0.46114
  -0.25362,   0.44839
  -0.10779,   0.51407
  -0.04559,   0.53341
   0.07945,   0.53964
   0.45046,   0.32516
   0.52890,   0.20057
   0.48056,   0.31711
   0.30427,   0.50065
   0.59595,  -0.00270
   0.09794,   0.59809
   0.01059,   0.61607
   0.59700,   0.18921
   0.59972,   0.21282
   0.61594,   0.19631
   0.65172,   0.07964
   0.43640,   0.50399
   0.58925,   0.33287
   0.48726,  -0.48412
   0.49536,  -0.49029
   0.70706,  -0.00440
   0.09726,  -0.71055
   0.72686,  -0.02457
   0.68353,  -0.27659
   0.45436,  -0.59352
   0.72917,  -0.20551
   0.57243,  -0.51152
   0.42825,  -0.64926
   0.44045,  -0.65327
  -0.11205,  -0.79007
  -0.08299,  -0.80381
   0.49003,  -0.65520
   0.27018,  -0.78298
  -0.16618,  -0.82175
  -0.14944,  -0.83522
   0.07062,  -0.85568
  -0.50820,  -0.70452
  -0.70102,  -0.52995
  -0.26183,  -0.84945
  -0.80526,  -0.39967
  -0.00522,  -0.90908
  -0.10304,  -0.91340
  -0.88717,  -0.27660
  -0.60686,  -0.71707
  -0.62761,  -0.71250
  -0.89083,  -0.35670
  -0.85703,  -0.45366
  -0.97317,   0.11377
  -0.77355,  -0.61767
  -0.99952,  -0.03088
